%time,Cum_irr,EC_drain_PC,Rhair,Tair,Tot_PAR,pH_drain_PC
43818.25,0,3.7,75.8,18.3,100,4.6
43818.25347,0,3.7,75.9,18.3,100,4.6
43818.25694,0,3.7,76,18.4,100,4.6
43818.26042,0,3.7,76.2,18.4,100,4.6
43818.26389,0,3.7,76.2,18.1,100,4.6
43818.26736,0,3.7,76.2,18.4,100,4.6
43818.27083,0,3.7,76.4,18.2,100,4.6
43818.27431,0,3.7,76.4,18.4,100,4.6
43818.27778,0,3.7,76.5,18.5,100,4.6
43818.28125,0,3.7,76.7,18.3,100,4.6
43818.28472,0,3.7,76.9,18.2,100,4.6
43818.28819,0,3.7,77.1,18.3,100,4.6
43818.29167,0,3.7,77.1,18.2,100,4.6
43818.29514,0,3.7,77.2,18.2,100,4.6
43818.29861,0,3.7,77.3,18.1,100,4.6
43818.30208,0,3.7,77.4,18.2,100,4.6
43818.30556,0,3.7,77.4,18.2,100,4.6
43818.30903,0,3.7,77.9,18.1,100,4.6
43818.3125,0,3.7,78.2,17.9,100,4.6
43818.31597,0,3.7,77.9,18.2,100,4.6
43818.31944,0,3.7,78,17.9,100,4.6
43818.32292,0,3.7,78.6,18.1,100,4.6
43818.32639,0,3.7,79.2,17.9,100,4.6
43818.32986,0,3.7,78.9,18.1,100,4.6
43818.33333,0,3.7,78.7,18,100,4.6
43818.33681,0,3.7,78.4,18.1,100,4.6
43818.34028,0,3.7,78.5,18,100,4.6
43818.34375,0,3.7,78.7,18,100,4.6
43818.34722,0,3.7,78.6,18.1,100,4.6
43818.35069,0,3.7,79,17.9,100,4.6
43818.35417,0,3.7,79,17.9,100,4.6
43818.35764,0,3.7,79.9,18.1,100,4.6
43818.36111,0,3.7,79.3,18.2,100,4.6
43818.36458,0,3.7,79.5,18,100,4.6
43818.36806,0,3.7,79.8,18.1,100,4.6
43818.37153,0,3.7,79.1,18,101,4.6
43818.375,0,3.7,79.9,18,101,4.6
43818.37847,0,3.7,79.9,18.1,102,4.6
43818.38194,0,3.7,79.2,18.1,103,4.6
43818.38542,0,3.7,78.5,18.1,110,4.6
43818.38889,0,3.7,80.5,18,118,4.6
43818.39236,0,3.7,78.9,17.9,123,4.6
43818.39583,0,3.7,77.4,18.1,127,4.6
43818.39931,0,3.7,76.5,18.1,133,4.6
43818.40278,0,3.7,75.5,18.3,140,4.6
43818.40625,0,3.7,75,18.4,144,4.6
43818.40972,0,3.7,75,18.3,155,4.6
43818.41319,0,3.7,75.7,18.3,152,4.6
43818.41667,0,3.7,75.9,18.3,157,4.6
43818.42014,0,3.7,75.9,18.3,155,4.6
43818.42361,0,3.7,75.8,18.4,155,4.6
43818.42708,0,3.7,75.7,18.5,161,4.6
43818.43056,0,3.7,75.8,18.7,160,4.6
43818.43403,0,3.7,75.7,18.7,167,4.6
43818.4375,0,3.7,75.9,18.8,167,4.6
43818.44097,0,3.6,75.9,18.9,174,4.6
43818.44444,0,3.6,76,19,186,4.6
43818.44792,0,3.6,76.1,19.1,189,4.6
43818.45139,0,3.6,75.8,19.1,199,4.6
43818.45486,0,3.6,75.9,19.2,241,4.6
43818.45833,0,3.6,75.2,19.3,224,4.6
43818.46181,0,3.6,74.2,19.1,201,4.6
43818.46528,0,3.6,72.7,19.2,196,4.6
43818.46875,0,3.6,71.8,19.2,214,4.6
43818.47222,0,3.6,71.6,19.2,207,4.6
43818.47569,0,3.6,71.4,19.4,206,4.6
43818.47917,0,3.6,70.6,19.4,210,4.6
43818.48264,0,3.6,68.7,19.2,206,4.6
43818.48611,0,3.6,68.6,19.1,197,4.6
43818.48958,0,3.6,68.5,19.3,202,4.6
43818.49306,0,3.6,67.2,19.3,207,4.6
43818.49653,0,3.6,66,19.4,203,4.6
43818.5,0,3.6,65.1,19.2,205,4.6
43818.50347,0,3.6,64.2,19.4,209,4.6
43818.50694,0,3.6,63.6,19.2,221,4.6
43818.51042,0,3.6,62.8,19.6,247,4.6
43818.51389,0,3.6,61.4,19.9,344,4.6
43818.51736,0,3.6,59.8,19.8,283,4.6
43818.52083,0,3.6,58.8,19.8,275,4.6
43818.52431,0,3.6,58,19.5,240,4.6
43818.52778,0,3.6,57.8,19.4,228,4.6
43818.53125,0,3.6,57.8,19.4,271,4.6
43818.53472,0,3.6,57,19.6,253,4.6
43818.53819,0,3.6,56.9,19.8,231,4.6
43818.54167,0,3.6,57,19.9,214,4.6
43818.54514,0,3.6,57.4,19.8,206,4.6
43818.54861,0,3.6,57.9,19.6,207,4.6
43818.55208,0,3.6,57.9,19.4,211,4.6
43818.55556,0,3.6,58.5,19.5,209,4.6
43818.55903,0,3.6,58.4,19.5,214,4.6
43818.5625,0,3.6,58.4,19.6,221,4.6
43818.56597,0,3.6,58.2,19.6,203,4.6
43818.56944,0,3.6,58.2,19.4,193,4.6
43818.57292,0,3.6,58.3,19.5,185,4.6
43818.57639,0,3.6,58.4,19.2,166,4.6
43818.57986,0,3.6,58.7,19.4,154,4.6
43818.58333,0,3.6,59.3,19.5,145,4.6
43818.58681,0,3.6,59.4,19.6,133,4.6
43818.59028,0,3.6,60,19.3,125,4.6
43818.59375,0,3.6,60.6,19.1,122,4.6
43818.59722,0,3.6,61.6,19.1,122,4.6
43818.60069,0,3.6,62.2,19.2,129,4.6
43818.60417,0,3.6,63,19.2,130,4.6
43818.60764,0,3.6,63.7,19.1,130,4.6
43818.61111,0,3.6,64.4,19.2,130,4.6
43818.61458,0,3.6,65.2,19,128,4.6
43818.61806,0,3.6,66.3,19.1,122,4.6
43818.62153,0,3.6,67.3,19.1,121,4.6
43818.625,0,3.7,68.4,18.9,122,4.6
43818.62847,0,3.6,69,18.8,124,4.6
43818.63194,0,3.7,69.8,18.8,120,4.6
43818.63542,0,3.7,70.5,18.6,119,4.6
43818.63889,0,3.6,71.4,18.7,118,4.6
43818.64236,0,3.6,71.9,18.5,114,4.6
43818.64583,0,3.7,72.6,18.5,107,4.6
43818.64931,0,3.7,72.4,18.4,107,4.6
43818.65278,0,3.7,72.9,18.3,105,4.6
43818.65625,0,3.7,73.4,18.2,103,4.6
43818.65972,0,3.7,73.9,18,103,4.6
43818.66319,0,3.7,74.4,18.1,103,4.6
43818.66667,0,3.7,74.9,17.9,103,4.6
43818.67014,0,3.6,75.3,18,100,4.6
43818.67361,0,3.7,75.6,17.8,100,4.6
43818.67708,0,3.7,75.9,17.7,100,4.6
43818.68056,0,3.7,76.2,17.8,100,4.6
43818.68403,0,3.7,76.4,17.6,100,4.6
43818.6875,0,3.7,76.5,17.7,100,4.6
43818.69097,0,3.7,76.6,17.9,100,4.6
43818.69444,0,3.7,76.5,17.7,100,4.6
43818.69792,0,3.7,76.4,17.9,100,4.6
43818.70139,0,3.7,76,17.9,100,4.6
43818.70486,0,3.7,75.9,17.9,100,4.6
43818.70833,0,3.7,76,17.9,100,4.6
43818.71181,0,3.7,76,17.9,100,4.6
43818.71528,0,3.7,76,17.9,100,4.6
43818.71875,0,3.7,76,17.9,100,4.6
43818.72222,0,3.7,76.1,17.9,100,4.6
43818.72569,0,3.7,76.2,17.8,100,4.6
43818.72917,0,3.7,76.3,17.8,100,4.6
43818.73264,0,3.7,76.4,17.7,100,4.6
43818.73611,0,3.7,76.4,17.6,100,4.6
43818.73958,0,3.7,76.4,17.8,100,4.6
43818.74306,0,3.7,76.2,17.8,100,4.6
43818.74653,0,3.7,76.1,18,100,4.6
43818.75,0,3.6,76,18,100,4.6
43818.75347,0,3.7,76,18,100,4.6
43818.75694,0,3.7,76.1,18,100,4.6
43818.76042,0,3.7,76.2,17.9,100,4.6
43818.76389,0,3.7,76.2,17.9,100,4.6
43818.76736,0,3.7,76.2,17.8,100,4.6
43818.77083,0,3.7,76.3,17.8,0,4.6
43818.77431,0,3.7,75.7,16.8,0,4.6
43818.77778,0,3.7,77,16.2,0,4.6
43818.78125,0,3.7,77.1,15.5,0,4.6
43818.78472,0,3.7,77.5,14.5,0,4.6
43818.78819,0,3.7,77.5,14.3,0,4.6
43818.79167,0,3.7,77.2,14,0,4.6
43818.79514,0,3.7,77.1,13.8,0,4.6
43818.79861,0,3.7,76.9,14,0,4.6
43818.80208,0,3.7,76.6,14.1,0,4.6
43818.80556,0,3.7,76.5,13.8,0,4.6
43818.80903,0,3.7,76.4,13.9,0,4.6
43818.8125,0,3.7,76.2,13.8,0,4.6
43818.81597,0,3.7,76.2,13.7,0,4.6
43818.81944,0,3.7,76.8,13.8,0,4.6
43818.82292,0,3.7,76.9,13.8,0,4.6
43818.82639,0,3.7,77,13.8,0,4.6
43818.82986,0,3.7,76.9,13.7,0,4.6
43818.83333,0,3.7,76.6,13.7,0,4.6
43818.83681,0,3.7,76.6,13.7,0,4.6
43818.84028,0,3.7,76.6,13.7,0,4.6
43818.84375,0,3.7,76.8,13.6,0,4.6
43818.84722,0,3.7,76.8,13.5,0,4.6
43818.85069,0,3.7,76.6,13.5,0,4.6
43818.85417,0,3.7,76.2,13.6,0,4.6
43818.85764,0,3.7,75.7,13.6,0,4.6
43818.86111,0,3.7,75.5,13.7,0,4.6
43818.86458,0,3.7,75.2,13.6,0,4.6
43818.86806,0,3.7,74.8,13.5,0,4.6
43818.87153,0,3.7,74.7,13.7,0,4.6
43818.875,0,3.7,75,13.5,0,4.6
43818.87847,0,3.7,75.5,13.4,0,4.6
43818.88194,0,3.7,75.7,13.4,0,4.6
43818.88542,0,3.7,76.1,13.4,0,4.6
43818.88889,0,3.7,76.3,13.4,0,4.6
43818.89236,0,3.7,76.7,13.4,0,4.6
43818.89583,0,3.7,77.3,13.2,0,4.6
43818.89931,0,3.7,77.8,13.2,0,4.6
43818.90278,0,3.7,78.3,13.2,0,4.6
43818.90625,0,3.7,78.7,13.3,0,4.6
43818.90972,0,3.7,78.9,13.3,0,4.6
43818.91319,0,3.7,79.1,13.3,0,4.6
43818.91667,0,3.7,79.3,13.4,0,4.6
43818.92014,0,3.7,79.6,13.5,0,4.6
43818.92361,0,3.7,79.9,13.5,0,4.6
43818.92708,0,3.7,80.4,13.2,0,4.6
43818.93056,0,3.7,81,13.3,0,4.6
43818.93403,0,3.7,81.5,13.2,0,4.6
43818.9375,0,3.7,82.1,13.3,0,4.6
43818.94097,0,3.7,82.7,13.2,0,4.6
43818.94444,0,3.7,83.3,13,0,4.6
43818.94792,0,3.7,83.9,13.1,0,4.6
43818.95139,0,3.7,84.3,12.9,0,4.6
43818.95486,0,3.7,84.8,13,0,4.6
43818.95833,0,3.7,85.3,12.9,0,4.6
43818.96181,0,3.7,85.6,12.9,0,4.6
43818.96528,0,3.7,86,13.2,0,4.6
43818.96875,0,3.7,86.2,12.9,0,4.6
43818.97222,0,3.7,86.4,13.1,0,4.6
43818.97569,0,3.7,86.5,13,0,4.6
43818.97917,0,3.7,86.8,13,0,4.6
43818.98264,0,3.7,87,12.9,0,4.6
43818.98611,0,3.7,87.2,12.9,0,4.6
43818.98958,0,3.7,87.3,13.1,0,4.6
43818.99306,0,3.7,87.5,13.1,0,4.6
43818.99653,0,3.7,87.5,13.1,0,4.6
43819,0,3.7,87.4,13,0,4.6
43819.00347,0,3.7,87.7,13.1,0,4.6
43819.00694,0,3.7,87.3,13.3,0,4.6
43819.01042,0,3.7,86.9,13.2,100,4.6
43819.01389,0,3.7,86.2,13.5,100,4.6
43819.01736,0,3.7,85.5,14,100,4.6
43819.02083,0,3.7,83.9,14,100,4.6
43819.02431,0,3.7,82.2,14.6,100,4.6
43819.02778,0,3.7,80.6,14.7,100,4.6
43819.03125,0,3.7,79.5,14.6,100,4.6
43819.03472,0,3.7,78.6,14.9,100,4.6
43819.03819,0,3.7,78,14.9,100,4.6
43819.04167,0,3.7,77.6,15,100,4.6
43819.04514,0,3.7,77.3,15.1,100,4.6
43819.04861,0,3.7,76.7,15.1,100,4.6
43819.05208,0,3.7,76.7,15.1,100,4.6
43819.05556,0,3.7,76.3,15.3,100,4.6
43819.05903,0,3.7,75.9,15.4,100,4.6
43819.0625,0,3.7,75.3,15.4,100,4.6
43819.06597,0,3.7,74.8,15.5,100,4.6
43819.06944,0,3.7,74.4,15.6,100,4.6
43819.07292,0,3.7,73.9,15.5,100,4.6
43819.07639,0,3.7,73.5,15.7,100,4.6
43819.07986,0,3.7,72.8,15.7,100,4.6
43819.08333,0,3.7,72.5,15.8,100,4.6
43819.08681,0,3.7,72.4,15.9,100,4.6
43819.09028,0,3.7,72.2,15.9,100,4.6
43819.09375,0,3.7,72.2,15.9,100,4.6
43819.09722,0,3.7,71.6,16,100,4.6
43819.10069,0,3.7,71.8,16,100,4.6
43819.10417,0,3.7,71.8,16.2,100,4.6
43819.10764,0,3.7,71.9,16.4,100,4.6
43819.11111,0,3.7,71.9,16.5,100,4.6
43819.11458,0,3.7,71.9,16.5,100,4.6
43819.11806,0,3.7,71.8,16.3,100,4.6
43819.12153,0,3.7,71.9,16.5,100,4.6
43819.125,0,3.7,72.1,16.7,100,4.6
43819.12847,0,3.7,72.1,16.8,100,4.6
43819.13194,0,3.7,72.2,16.7,100,4.6
43819.13542,0,3.7,73.2,16.9,100,4.6
43819.13889,0,3.7,73.7,16.8,100,4.6
43819.14236,0,3.7,73.5,16.8,100,4.6
43819.14583,0,3.7,74,16.9,100,4.6
43819.14931,0,3.7,74,17.1,100,4.6
43819.15278,0,3.7,74.4,17,100,4.6
43819.15625,0,3.7,74.8,17.2,100,4.6
43819.15972,0,3.7,75.1,17.2,100,4.6
43819.16319,0,3.7,75.5,17,100,4.6
43819.16667,0,3.7,75.6,17.3,100,4.6
43819.17014,0,3.7,76.2,17.2,100,4.6
43819.17361,0,3.7,76.6,17.2,100,4.6
43819.17708,0,3.7,76.8,17.3,100,4.6
43819.18056,0,3.7,77.1,17.2,100,4.6
43819.18403,0,3.7,77.3,17.3,100,4.6
43819.1875,0,3.7,77.6,17.2,100,4.6
43819.19097,0,3.7,77.7,17.2,100,4.6
43819.19444,0,3.7,78.1,17.2,100,4.6
43819.19792,0,3.7,78.5,17.2,100,4.6
43819.20139,0,3.7,78.6,17.3,100,4.6
43819.20486,0,3.7,78,17.5,100,4.6
43819.20833,0,3.7,76.2,17.9,100,4.6
43819.21181,0,3.7,74.6,18.4,100,4.6
43819.21528,0,3.7,73.9,18.3,100,4.6
43819.21875,0,3.6,73.5,18.5,100,4.6
43819.22222,0,3.7,73.4,18.5,100,4.6
43819.22569,0,3.7,73.3,18.7,100,4.6
43819.22917,0,3.7,73.4,18.8,100,4.6
43819.23264,0,3.7,73.6,18.6,100,4.6
43819.23611,0,3.7,73.7,18.8,100,4.6
43819.23958,0,3.7,73.6,18.8,100,4.6
43819.24306,0,3.7,73.9,18.8,100,4.6
43819.24653,0,3.7,74.1,18.9,100,4.6
43819.25,0,3.7,74.1,18.9,100,4.6
43819.25347,0,3.7,74.4,18.8,100,4.6
43819.25694,0,3.7,74.4,18.9,100,4.6
43819.26042,0,3.7,74.6,19,100,4.6
43819.26389,0,3.7,74.7,18.9,100,4.6
43819.26736,0,3.7,75,18.7,100,4.6
43819.27083,0,3.7,75.2,18.8,100,4.6
43819.27431,0,3.7,75.5,18.8,100,4.6
43819.27778,0,3.7,75.7,18.7,100,4.6
43819.28125,0,3.7,75.7,18.7,100,4.6
43819.28472,0,3.7,75.7,18.8,100,4.6
43819.28819,0,3.7,76.1,18.6,100,4.6
43819.29167,0,3.7,76.2,18.5,100,4.6
43819.29514,0,3.7,76.2,18.6,100,4.6
43819.29861,0,3.7,76.3,18.6,100,4.6
43819.30208,0,3.7,76.3,18.5,100,4.6
43819.30556,0,3.7,76.5,18.5,100,4.6
43819.30903,0,3.7,76.8,18.3,100,4.6
43819.3125,0,3.7,76.9,18.4,100,4.6
43819.31597,0,3.7,76.9,18.5,100,4.6
43819.31944,0,3.7,77.1,18.4,100,4.6
43819.32292,0,3.7,77.4,18.4,100,4.6
43819.32639,0,3.7,77.3,18.4,100,4.6
43819.32986,0,3.7,77.5,18.2,100,4.6
43819.33333,0,3.7,77.6,18.2,100,4.6
43819.33681,0,3.7,77.7,18.3,100,4.6
43819.34028,0,3.7,77.8,18.1,100,4.6
43819.34375,0,3.7,77.9,18.2,100,4.6
43819.34722,0,3.7,77.8,18.4,100,4.6
43819.35069,0,3.7,78,18.1,100,4.6
43819.35417,0,3.7,78.2,18.2,100,4.6
43819.35764,0,3.7,78.2,18,100,4.6
43819.36111,0,3.7,78.4,18,100,4.6
43819.36458,0,3.7,78.3,18.1,100,4.6
43819.36806,0,3.7,78.4,18,100,4.6
43819.37153,0,3.7,78.6,17.9,100,4.6
43819.375,0,3.7,78.6,17.9,100,4.6
43819.37847,0,3.7,77.9,17.9,100,4.6
43819.38194,0,3.7,75.7,18.4,100,4.6
43819.38542,0,3.7,73.8,18.5,102,4.6
43819.38889,0,3.7,74,18.2,103,4.6
43819.39236,0,3.7,74.3,18.1,106,4.6
43819.39583,0,3.7,74.3,18.1,107,4.6
43819.39931,0,3.7,74,18,108,4.6
43819.40278,0,3.7,73.9,18.1,111,4.6
43819.40625,0,3.7,73.8,18,114,4.6
43819.40972,0,3.7,73.8,18,115,4.6
43819.41319,0,3.7,73.8,17.8,118,4.6
43819.41667,0,3.7,73.4,18.1,122,4.6
43819.42014,0,3.7,71.5,18.8,126,4.6
43819.42361,0,3.6,69.3,19.5,132,4.6
43819.42708,0,3.6,67.6,20,137,4.6
43819.43056,0,3.6,66.7,20.2,139,4.6
43819.43403,0,3.6,66,20.5,132,4.6
43819.4375,0,3.6,65.4,20.6,130,4.6
43819.44097,0,3.6,65,20.8,133,4.6
43819.44444,0,3.6,64.8,21,134,4.6
43819.44792,0,3.6,64.5,21.1,141,4.6
43819.45139,0,3.6,64.1,21.2,136,4.6
43819.45486,0,3.6,63.8,21.4,134,4.6
43819.45833,0,3.6,63.4,21.5,121,4.6
43819.46181,0,3.6,63,21.5,136,4.6
43819.46528,0,3.6,62.8,21.6,132,4.6
43819.46875,0,3.6,62.6,21.7,127,4.6
43819.47222,0,3.6,62.5,21.8,126,4.6
43819.47569,0,3.6,62.4,21.8,121,4.6
43819.47917,0,3.6,62.3,22,125,4.6
43819.48264,0.2,3.6,62.2,21.9,126,4.6
43819.48611,0.2,3.6,62.2,22.1,127,4.7
43819.48958,0.2,3.6,62.1,22.2,137,4.7
43819.49306,0.2,3.6,62.3,22.3,135,4.7
43819.49653,0.6,3.6,62.5,22.3,138,4.7
43819.5,0.6,3.6,62.9,22.3,128,4.7
43819.50347,0.6,3.6,62.9,22.5,130,4.7
43819.50694,0.6,3.6,62.9,22.5,149,4.7
43819.51042,0.6,3.6,62.7,22.6,131,4.7
43819.51389,0.6,3.6,62.9,22.6,129,4.6
43819.51736,0.6,3.6,63.2,22.5,138,4.6
43819.52083,0.6,3.6,63.4,22.6,133,4.6
43819.52431,0.6,3.6,63.7,22.6,146,4.6
43819.52778,0.6,3.6,63.7,22.6,130,4.6
43819.53125,0.6,3.6,64.3,22.4,130,4.6
43819.53472,0.6,3.6,64.8,22.5,118,4.6
43819.53819,0.6,3.6,65.4,22.4,112,4.6
43819.54167,0.6,3.6,65.8,22.1,142,4.6
43819.54514,0.6,3.6,66.1,22.1,135,4.6
43819.54861,0.6,3.6,66.4,21.7,125,4.6
43819.55208,0.6,3.6,66.8,21.8,151,4.6
43819.55556,0.6,3.6,66.8,21.9,151,4.6
43819.55903,0.6,3.6,66.5,21.9,139,4.6
43819.5625,0.6,3.6,66.8,21.8,123,4.6
43819.56597,0.6,3.6,67.1,21.6,123,4.6
43819.56944,0.6,3.6,66.8,21.7,119,4.6
43819.57292,0.6,3.6,66.4,21.8,125,4.6
43819.57639,0.6,3.6,65.9,22,138,4.6
43819.57986,0.6,3.6,65.8,22.1,151,4.6
43819.58333,0.6,3.6,66.2,22.1,201,4.6
43819.58681,0.6,3.6,66.1,22.4,190,4.6
43819.59028,0.6,3.6,66.3,22.4,170,4.6
43819.59375,0.6,3.6,66.7,22.5,139,4.6
43819.59722,0.6,3.6,67,22.5,111,4.6
43819.60069,0.6,3.6,67.3,22.1,111,4.6
43819.60417,0.6,3.6,67.7,21.6,118,4.6
43819.60764,0.6,3.6,67.9,21.1,115,4.6
43819.61111,0.6,3.6,67.4,20.7,113,4.6
43819.61458,0.6,3.6,66.8,20.5,116,4.6
43819.61806,0.6,3.6,66.2,20.7,129,4.6
43819.62153,0.6,3.6,65.2,20.9,131,4.6
43819.625,0.6,3.6,64,21.3,165,4.6
43819.62847,0.6,3.6,62.9,21.6,151,4.6
43819.63194,0.6,3.6,62.3,21.9,125,4.6
43819.63542,0.6,3.6,59.9,23.2,109,4.6
43819.63889,0.6,3.6,57.1,24.2,101,4.6
43819.64236,0.6,3.6,55.1,24.9,101,4.6
43819.64583,0.6,3.6,54.1,25.1,100,4.6
43819.64931,0.6,3.6,53.3,25.3,100,4.6
43819.65278,0.6,3.6,52.7,25.4,100,4.6
43819.65625,0.6,3.6,52.4,25.1,101,4.6
43819.65972,0.6,3.5,51.9,24.5,101,4.6
43819.66319,0.6,3.5,51.3,23.5,101,4.6
43819.66667,0.6,3.5,50.8,22.9,103,4.6
43819.67014,0.6,3.6,54.2,21.8,110,4.6
43819.67361,0.6,3.6,59.6,22,109,4.6
43819.67708,0.6,3.6,58.7,22.2,108,4.6
43819.68056,0.6,3.6,58.1,22.3,103,4.6
43819.68403,0.6,3.6,57.6,22.3,100,4.6
43819.6875,0.6,3.6,57.3,22.2,0,4.6
43819.69097,0.6,3.6,60.3,21.9,0,4.6
43819.69444,0.6,3.6,60.7,21.7,0,4.6
43819.69792,0.6,3.6,61.1,21.4,0,4.6
43819.70139,0.6,3.6,61.9,21.5,0,4.6
43819.70486,0.6,3.6,62.6,21.4,0,4.6
43819.70833,0.6,3.6,63.7,21.3,0,4.6
43819.71181,0.6,3.6,64.7,21.1,0,4.6
43819.71528,0.6,3.6,65.5,20.9,0,4.6
43819.71875,0.6,3.6,66.5,20.7,0,4.6
43819.72222,0.6,3.6,67.3,20.7,0,4.6
43819.72569,0.6,3.6,68.3,20.3,0,4.6
43819.72917,0.6,3.6,69.1,20.1,0,4.6
43819.73264,0.6,3.6,69.9,19.9,0,4.6
43819.73611,0.6,3.6,70.7,19.8,0,4.6
43819.73958,0.6,3.6,71.4,19.3,0,4.6
43819.74306,0.6,3.6,72.1,19.4,0,4.6
43819.74653,0.6,3.6,72.9,19.2,0,4.6
43819.75,0.6,3.6,73.4,19.1,0,4.6
43819.75347,0.6,3.6,73.9,18.7,0,4.6
43819.75694,0.6,3.6,74.1,18.5,0,4.6
43819.76042,0.6,3.6,74.5,18.2,0,4.6
43819.76389,0.6,3.6,74.3,18.6,0,4.6
43819.76736,0.6,3.6,73.4,18.7,0,4.6
43819.77083,0.6,3.6,73.2,18.8,0,4.6
43819.77431,0.6,3.6,73.3,18.8,0,4.6
43819.77778,0.6,3.6,73.8,18.7,0,4.6
43819.78125,0.6,3.7,74.3,18.7,0,4.6
43819.78472,0.6,3.6,74.8,18.4,0,4.6
43819.78819,0.6,3.6,75.3,18.2,0,4.6
43819.79167,0.6,3.6,75.8,18,0,4.6
43819.79514,0.6,3.6,76.2,17.8,0,4.6
43819.79861,0.6,3.7,76.7,17.9,0,4.6
43819.80208,0.6,3.7,77.1,17.7,0,4.6
43819.80556,0.6,3.7,77.5,17.7,0,4.6
43819.80903,0.6,3.6,77.7,17.5,0,4.6
43819.8125,0.6,3.6,78.1,17.4,0,4.6
43819.81597,0.6,3.7,78.2,17.4,0,4.6
43819.81944,0.6,3.7,78.1,17.5,0,4.6
43819.82292,0.6,3.7,77.6,17.5,0,4.6
43819.82639,0.6,3.7,77.2,17.7,0,4.6
43819.82986,0.6,3.7,76.7,17.5,0,4.6
43819.83333,0.6,3.7,76.5,17.6,0,4.6
43819.83681,0.6,3.7,76.6,17.7,0,4.6
43819.84028,0.6,3.6,76.4,17.4,0,4.6
